,project_code,standardized_text,Target_Vector,transformed_column,Predicted_Vector
547,2019.1.00771.S,resolved cii co dust survey of the star forming ism at z we propose the first systematic survey of the cii co dust continuum on kpc scales in a carefully selected sample of z dsfgs with a total of hours in bands following a successful pilot study of resolved co cii emission in a sample of z smgs by resolving the three main tracers of the star forming ism on kpc scales in these bright unlensed targets this survey will be a dramatic improvement over the previous unresolved multi tracer studies at z this resolved multi tracer study will determine the relation of cii emission to obscured star formation molecular gas and stellar populations in combination with deep hst imaging test the applicability of local sf laws to z systems and study the ism properties on kpc scales by revealing the relationship of cii to the two key ism tracers in these easily accessible z galaxies this study will have important implications for interpreting the increasingly common cii studies at redshifts ,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.006884494796395302, 0.36883747577667236, 0.05421457439661026, 0.01870686560869217, 0.36231091618537903, 0.1320328265428543, 0.03436766564846039, 0.013764197006821632, 0.008880925364792347]"
548,2019.1.00837.S,constraining the vertical and radial structure of the turbulence around dm tau turbulence is a fundamental parameter in models of grain growth and planetary evolution and while observational constraints are challenging our initial studies of the disks around tw hya and hd have demonstrated the ability of to tightly constrain turbulence recently using co data from our cycle program we have found significant non zero turbulence in the disk around dm tau this is the first detection of turbulence within our sample but our knowledge of its radial and vertical structure is limited by the fact that co is most sensitive to gas in the upper layers of the outer disk we propose to build on our turbulence detection with observations of n h sensitive to cold gas near the midplane where co is frozen out and co sensitive to warm gas higher in the disk and closer to the star than co this combination of emission lines will provide an empirical measure of the vertical and radial structure of turbulence as well as a more complete understanding of the physical source of the turbulence the role of turbulence in planet formation and the outward transport of angular momentum,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 1, 0]","[0.006272557191550732, 0.11094126105308533, 0.029248395934700966, 0.015219581313431263, 0.5322287678718567, 0.26126325130462646, 0.023411722853779793, 0.014053059741854668, 0.0073614525608718395]"
549,2019.1.00838.S,the first complete redshift distribution of mm selected sources we have analyzed for the first time the potential of mm observations to detect high z dsfgs this wavelength naturally filters out z galaxies due to a very negative k correction we find serendipitously detected mm sources within sq arcmin of archival observations we aim to derive the first complete redshift distribution for the largest sample of mm selected galaxies following the success of our cycle observations we request observations for only the sources that lack robust spectroscopic redshifts out of two of them have already single line detections and require only one tuning in band while for the remaining three targets which were not observed or partially observed during the last cycle observations to complete the band band spectral scan is requested this work will reveal the nature of mm galaxies their first complete redshift distribution and their contribution to the cosmic star formation rate density,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.006476960610598326, 0.5160574913024902, 0.04962994530797005, 0.017301568761467934, 0.26866236329078674, 0.08510429412126541, 0.035264790058135986, 0.013176999054849148, 0.008325525559484959]"
550,2019.1.00847.S,a complete survey of protostellar disk gas and dust structure in taurus recent findings of substructures in the protoplanetary disks of nearly every myr old pre main sequence star observed with high enough spatial resolution suggest that these disks may already have undergone a significant amount of planet planetesimal formation if so then younger myr protostellar disks likely better represent the initial disk conditions before significant dust processing or planet formation has occurred to date however there have been few large samples of protostellar disks observed with high resolution in both gas and dust to study their structure here we propose to observe every embedded protostar in taurus we will map their disks with micron continuum and spectral line observations at resolution to determine the geometry of the circumstellar material and couple our observations with existing vla mm observations of similar resolution to constrain the maximum dust grain sizes in the disks and search for evidence of the onset of planet formation at early times the proposed observations will allow us to put together a comprehensive picture of the initial conditions in disks from which all subsequent planet formation will proceed,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.005408318247646093, 0.025896145030856133, 0.016950437799096107, 0.009691869840025902, 0.6557259559631348, 0.2554655373096466, 0.013592932373285294, 0.011854292824864388, 0.005414438433945179]"
551,2019.1.00851.S,high resolution investigation in the core of the baby quasar iras iras f is a peculiar ulirg which is likely been caught in the brief transition period between a starburst dominated ulirg and a quasar this source appears to be a low redshift analogue of the high redshift radio galaxies offering the unique opportunity to study one of these objects with high detail the analysis of existing band data gives us intriguing hints a molecular outflow is tentatively detected and may form part of a large scale agn wind driven outflow a kpc line continuum observed is observed and may be caused by an interaction between the new born jets and the surrounding molecular gas however the spectral and spatial resolutions of the archival data are too low km s and to allow a detailed morphological and kinematical study here we propose new band continuum and co observations of iras f with a spectral resolution of km s and a spatial resolution of five and ten times better respectively than the existing data the requested setup will allow us to perform a detailed analysis of the scenarios described above providing a crucial comparison with existing studies on lower redshift and less extreme ulirgs,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.007440357934683561, 0.39680376648902893, 0.06256116926670074, 0.02023508958518505, 0.3267982006072998, 0.12710005044937134, 0.03389124199748039, 0.015534748323261738, 0.009635400027036667]"
552,2019.1.00853.S,high redshift star formation at pc investigating gas and star formation laws in a main sequence galaxy at z for the first time we will resolve dense star forming gas in an unlensed main sequence galaxy at z at pc bx is a main sequence galaxy which unlike many galaxies studied at high redshift is undergoing modest star formation spread throughout the disk with long gas depletion timescales it therefore represents an under studied but important population in the early universe we have carried out low resolution observations of co lines and ci to determine bulk molecular and atomic gas properties and we recently used s exquisite capabilities to observe co and ci at pc resolution we propose observing co ci and h o at matching resolution as well as continuum near the peak of the infrared dust sed these observations will reveal warm star forming gas and directly probe the obscured star formation this will enable unprecedented analysis of the conditions of star forming gas paired with our previous high res data we will measure resolved gas depletion times test the kennicutt schmidt law in a new environment characterize gas conditions through resolved lvg and pdr models and investigate additional heating mechanisms such as shocks,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.006899142172187567, 0.6457080841064453, 0.047284021973609924, 0.016450075432658195, 0.1774926781654358, 0.05410080775618553, 0.031891241669654846, 0.012158846482634544, 0.00801511388272047]"
553,2019.1.00862.S,two birds with one stone co rotation curves of two main sequence galaxies at z and recent observations in the halpha ionic line have indicated that the rotation curves of high z galaxies may be declining in the outer parts this astonishingly suggests that dark matter played a more minor role in some galaxies during galaxy assembly and has triggered a still ongoing debate we have analyzed ci and co observations in three representative main sequence galaxies at a redshift of z our results indicate without unambiguously demonstrating due to low s n that rotation curves may not decline contradicting the claims of falling rotation curves we request a very deep observation in two main sequence galaxies at redshifts of and which can be simultaneously observed using the same configuration the new deep co and co lines for the z galaxy which correspond to the lines of co and co for the z galaxy will conclude our efforts to test the remarkable possibility of declining rotation curves we are confident that this study will provide the first ever direct proof of how dark matter halos were distributed in the early universe a result of paramount importance for cosmology and extragalactic astrophysics,"[0.0, 0.4, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.007076358422636986, 0.3678850531578064, 0.05769558995962143, 0.018416518345475197, 0.347312331199646, 0.1414497196674347, 0.035745155066251755, 0.014503523707389832, 0.009915699250996113]"
554,2019.1.00883.S,confirming the first absorption system against a quadruply lensed qso we have serendipitously discovered a strong millimetre line emitter at from cloverleaf a lensed qso at z several features from herschel and indicate that this new galaxy is at z consistent with an intervening absorber against cloverleaf sed fitting also allows solutions of z and deep hst images at jhk bands show no detections however chandra detected hard x rays indicating an agn host in a transit stage from starburst to qso here we apply for an observation to confirm its redshift by detecting another co line with modest observing time hour this program will allow the first confirmation of an absorbing system that can be spatially resolved with four lenses and or study of a unique progenitor of hot dust obscured galaxy,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.007734389975667, 0.5056687593460083, 0.0695524737238884, 0.02166692353785038, 0.23751074075698853, 0.0912422463297844, 0.040705978870391846, 0.0157641414552927, 0.01015437114983797]"
555,2019.1.01003.S,challenging the paradigm the environment of the first supermassive black holes in the universe the current paradigm to explain the formation and early growth of the first supermassive black holes postulates that their seeds and thus the first quasars reside in some of the most pronounced matter and galaxy overdensities in the early universe however despite monumental investments hundreds of hours with m class telescopes optical nir observations have so far failed to provide conclusive evidence in support of this scenario only very recently unambiguous evidence of galaxies that are associated with the immediate environment quasars is appearing thanks in particular to cii observations here we propose to circumvent the limitations of the small field of view of by capitalizing on a synergy with scuba sub mm observations of quasar fields in which small scale overdensities have been reported if we confirm that a conspicuous fraction of the bright scuba detected galaxies are indeed at the redshift of the quasars we will have first robust evidence of the first massive large scale overdensities in the universe in case of a negative result our observations will strongly shake the current paradigm of massive black hole formation,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.005249657202512026, 0.15552933514118195, 0.02724318951368332, 0.011262955144047737, 0.5990164875984192, 0.1644337922334671, 0.02080014906823635, 0.010722458362579346, 0.005742046982049942]"
556,2019.1.01008.T,direct sublimation vs gas phase synthesis a comet too proposal comets contain ice dust and debris left over from the formation of the solar system having remained in a relatively quiescent state ever since their compositions provide unique insights into the thermal and chemical properties of the protosolar disk and prior interstellar cloud detections of complex organic molecules in cometary comae are becoming routine using single dish mm wave observations but the common assumption that these species originate in the cometary ice is largely untested our latest chemical hydrodynamic coma models point to gas phase chemistry as a possible origin for some of these species we propose to use to map the distributions of hc n nh cho ch cn and other molecules including known extended source species in a bright target of opportunity comet to reveal whether these species arise directly from the sublimation of cometary ice or whether they are instead synthesized as products of gas phase chemistry in the coma in case of only a faint comet in cycle we will focus on mapping the distributions of h co hnc and other abundant species to elucidate the nature of their extended coma sources and compare to previous limited mapping results,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.010317950509488583, 0.14439615607261658, 0.05887310579419136, 0.028958747163414955, 0.4193146824836731, 0.2586207091808319, 0.04076271131634712, 0.023523850366473198, 0.01523214764893055]"
557,2019.1.01030.S,deep co and continuum survey of rosette nebula globulettes our previous optical nir sub mm single dish and observations and modelling of very tiny molecular clouds globulettes that reside in h ii regions surrounding young stellar clusters open a number of questions regarding their nature and fate how long can they survive in the hot nebular gas and uv radiation field are they gravitationally unstable to form free floating planetary mass objects and low mass brown dwarfs to be ejected into interstellar space we propose a co and ghz continuum survey of rosette nebula globulettes of different sizes and shapes the point source three sigma continuum detection limit will be jupiter masses the observations will show what percentage of the globulettes have dense cores are there associated continuum point sources or dust continuum emission allow to estimate the rosette globulette mass and velocity dispersion distribution are the smallest globulettes in the last stage before evaporating in the hard uv radiation field and in particular are the globulettes a viable source of brown dwarfs and free floating planets the project will thus have an impact on the wider field of planet and low mass star formation,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.00531328609213233, 0.07929830253124237, 0.019690385088324547, 0.010288052260875702, 0.640190839767456, 0.2154621034860611, 0.014540314674377441, 0.010224802419543266, 0.004991872236132622]"
558,2019.1.01031.S,magnetic fields in cn bright molecular clouds we propose pioneering work to measure the magnetic and physical properties of molecular clouds exhibiting bright cn emission with deep integrations and wider mosaics of a pilot sample in a range of environments we will map physical properties in and around these massive dense clumps via analysis of co isotopolog cn lines plus mm continuum map polarised co emission from the goldreich kylafis effect tracing the magnetic field morphology precisely define the best locations for future deep cn zeeman mapping once s spectral circular polarisation reaches sufficient sensitivity prior studies show cn co are powerful probes of excitation dynamics turbulence abundance and magnetism in star forming clouds but dont uniformly trace the mass distribution using radiative transfer analysis and modelling tools we and others have developed data will systematically map the physical properties of the clouds including the critically important but difficult to measure magnetic field adding significantly to our knowledge of this poorly defined factor in cloud evolution and forming powerful new synergies with pending sofia apex observations of these clouds,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.006456688512116671, 0.4283357560634613, 0.029790174216032028, 0.01368303969502449, 0.3754862844944, 0.10242994129657745, 0.0261773020029068, 0.011556562036275864, 0.006084291264414787]"
559,2019.1.01071.S,ct cha b the perfect candidate to detect a circumplanetary disk several planet mass companions pmcs on wide orbits were imaged around young stars myr their estimated mass is just around the brown dwarf to giant planet transition jupiter masses which makes them especially interesting for both star and planet formation theories several formation theories exist but none of them can explain all properties of the currently known pmcs and their formation mechanism remains unclear indirect evidence for disks around pmcs from optical and near infrared emission exist but attempts to detect mm dust emission have been unsuccessful however gas observations can provide direct evidence for the presence of a circumplanetary disk the best candidate to do so is ct cha b it is the pmc with the widest orbit au and recent vlt sphere scattered light observations show polarized dust emission from the pmc up to a radius of au suggesting that the gas disk is at least of similar size our proposed gas observations will trace the disk kinematics and allow for a dynamic mass estimate of ct cha b furthermore they will provide stringent constraints on the disk size and mass information that is crucial for planet formation theories,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.005544106941670179, 0.02601032331585884, 0.01597169227898121, 0.009380821138620377, 0.6603661179542542, 0.25113987922668457, 0.013887669891119003, 0.012370884418487549, 0.005328553728759289]"
560,2019.1.01117.S,evolution of molecular clouds traced by deuterium fractionation ratio in m deuterium fractionation ratios have been used as an evolutionary tracer of dense molecular clouds in the galactic star formation studies because the ratios increase with a duration time of a dense and cold state of the molecular clouds in this proposal we examine the potential of deuterium fractionation ratios as a chemical diagnostic tool of molecular cloud evolution in external galaxies by the observation of dco dnc and n d toward the nearby galaxy m with our previous observation toward m with indicates that the molecular clouds are aligned in the order of molecular cloud evolution along a steam line in a bar therefore the deuterium fractionation ratios are expected to increase toward the downstream along the stream line with this observation we will extend the deuterium fractionation science to extragalactic studies with which we can study the molecular cloud evolution and the star formation in relation to the galactic structure scale such as the bar and the spiral arm and the gas dynamics of molecular clouds,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.006566991563886404, 0.6633878350257874, 0.03918638080358505, 0.014889233745634556, 0.17412549257278442, 0.05569781735539436, 0.028299327939748764, 0.010491319932043552, 0.007355572190135717]"
561,2019.1.01124.S,which way does it go molecular gas in multi spin stellar counterrotator galaxies we propose observations of co in four nearby early type galaxies that each contain two counterrotating stellar disks these stellar counterrotator galaxies are unusual but not extremely rare making up about of local early type galaxies but it s not clear how they formed we already have detailed stellar and ionized gas kinematics in the inner few kpc of our targets along with stellar populations and star formation histories as molecular gas is the raw material from which stellar disks must grow co kinematics will help to distinguish between two basic types of formation scenarios for these unusual galaxies via gas accretion or via major merger thus these observations will pin down the possibly different formation mechanisms for all of the known gas rich or dusty stellar counterrotators from the atlas d survey as atlas d is a complete volume limited survey this will allow us to make quantitative comparisons to the formation rates predicted by late gas accretion and correctly orientated major mergers in modern cosmological simulations,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.0058966088108718395, 0.15472303330898285, 0.02844420075416565, 0.011258783750236034, 0.6112196445465088, 0.14967720210552216, 0.021144099533557892, 0.01173991896212101, 0.005896603688597679]"
562,2019.1.01138.S,first characterisation of a multi planetary system at the stage of formation many questions regarding planet formation are still open in particular how material is accreted from the protoplanetary disk onto the forming planet through its circumplanetary disk cpd pds is a unique source to investigate such processes as it hosts two planetary companions within an inner cavity these sources pds b and c were robustly detected with sphere infrared and muse halpha the analysis of band observations at an angular resolution of mas indicates continuum emission at the location of the planets and represents the very first detection of a cpd however higher resolution observations at mas are required to confirm the presence of these two cpd and spatially resolve the cpd around pds c from the edge of the continuum ring in addition substructure within the dust ring and a peak of co emission offset from the bulk keplerian profile strongly suggests the presence of a third companion of the disk the requested observations would also allow for the characterization of substructure within the dust ring required to confirm the presence of a third companion,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.0055196937173604965, 0.034423764795064926, 0.017739342525601387, 0.010453332215547562, 0.6361125111579895, 0.2632468640804291, 0.014925116673111916, 0.012047485448420048, 0.005531941074877977]"
563,2019.1.01177.S,a search for o o in a protoplanetary disk in the current paradigm of protoplanetary disk evolution disks undergo chemical evolution over time with important chemistry happening both on the surfaces of dust grains within the disk e g formation of complex organic molecules and in the upper layers of the disk e g photochemistry our chemical models of protoplanetary disk midplanes predict that for myr disks the grain surface chemistry should produce significant amounts of o ice which then desorbs into the gas phase inside the o ice line as well as gas phase production of o in the upper layers of the disk observationally however this prediction is very difficult to validate because o o does not have a permanent dipole moment in this proposal we aim to observe the o o isotopologue in the nearby tw hya protoplanetary disk a successful search will demonstrate conclusively that gas phase o can be a significant reservoir for elemental oxygen in disks and that chemical evolution in disk midplanes can change the chemical composition of disks over time,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.012620995752513409, 0.08908680081367493, 0.05435069650411606, 0.031247196719050407, 0.4349508285522461, 0.28607070446014404, 0.04284306615591049, 0.029312599450349808, 0.019517166540026665]"
564,2019.1.01201.S,confirming serendipitous high z sources in the phibss fields the plateau de bure high z blue sequence survey phibss targeted typical star forming galaxies at redshifts z in the d hst candels fields with the goal of understanding normal main sequence galaxies at the peak of cosmic star formation activity our systematic search in the data reveal several tens of serendipitous secondary detections besides the intended primary targets we have characterized the line properties of these tentative secondary sources matching them to potential optical counterparts to constrain their redshifts we use these sources to measure the co luminosity function and thus the molecular gas mass density evolution out to a redshift z which is key to understanding the star formation rate density evolution over cosmic time this new approach to deriving co luminosity functions yields results that are consistent with previous deep field work here we request time to follow up on six candidate co sources in the cosmos field to test our redshift determination as part of the validation of our co luminosity function methodology,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.006269623059779406, 0.630362331867218, 0.04224085807800293, 0.014088829047977924, 0.19877247512340546, 0.05871613696217537, 0.030499601736664772, 0.011650332249701023, 0.007399799767881632]"
565,2019.1.01238.S,the kpc scale view to the molecular gas content in typical star forming galaxies at z sensitive measurements of the co emission line in high z galaxies at kpc scale are now possible with we propose to complement our recently obtained spatially resolved observations of the co emission for main sequence star forming galaxies at z we already have co unresolved data for the three targets proposed to be observed in this project these sources are also already observed in halpha emission from kmos kges survey this data will guarantee the success of our proposed observations in order to put uds cdfs and uds in the global context of galaxy evolution we will be able to perform a spatially resolved view of the star formation activity gas dynamics we will be able to compare the ionized and molecular gas ism morphologies and dynamics by comparing the molecular gas masses for these systems with their dynamical masses inferred from two dimensional kinematic model we will be able to give upper limits to the co to h conversion value in the central parts of typical star forming galaxies at high z the kinematic modelling will also help us to constrain the dark matter content in the galaxy outkirts,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.006714865565299988, 0.7094060182571411, 0.047299910336732864, 0.015939272940158844, 0.12654097378253937, 0.042510729283094406, 0.03297167271375656, 0.011115465313196182, 0.0075010498985648155]"
566,2019.1.01257.S,a redshift survey of herschel ultrared dusty star forming galaxies at z studies of rare z dusty star forming galaxies dsfgs are important for understanding the physical drivers of extreme star formation mass assembly and growth and their evolutionary connections with other populations the largest herschel surveys hermes and h atlas have selected a large number of dsfgs selecting those with ultrared colors in spire bands um risers s s s is extremely efficient for identifying dsfgs at z we are carrying out a multi wavelength observational campaign aimed at characterizing their gas dust and stellar properties the most urgently missing information are their spectroscopic redshifts we propose mm spectral scans of herschel ultrared dsfgs to obtain robust spectroscopic redshifts via the detection of multiple molecular and or atomic lines this will be a complete redshift survey of dsfgs at z down to the um riser selection thresholds all the targets in this sample have existing multi wavelength data including spitzer irac and are just awaiting spectroscopic redshifts in order to to fully characterize this population and determine the space density sfr density and stellar mass density at z ,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.006332964636385441, 0.4289364814758301, 0.04063745588064194, 0.01409046072512865, 0.3596148192882538, 0.10468845069408417, 0.02702559158205986, 0.011693237349390984, 0.006980509031563997]"
567,2019.1.01266.S,mapping jet ism interactions in x ray binaries relativistic jets launched from accreting black holes carry large amounts of energy and matter into their environment black hole x ray binaries bhxbs the stellar mass analogues of active galactic nuclei are ideal targets for studying the interactions between the jet and the ambient ism in detail due to their close proximity and the rapid timescale evolution of bhxb jets identifying and probing the ism properties in interaction zones provides insight into highly sought after jet properties such as the jet power composition duty cycles and the efficiency of jet feedback as molecular lines are excellent diagnostics of shock energetics and ism excitation our team recently obtained aca observations of the candidate interaction sites around the bhxbs grs and e identifying several intriguing compact regions of bright molecular emission here we propose follow up high resolution m array observations of these fields total time of hours with these data we will build on our first results to test whether these zones are consistent with being powered by a bhxb jet and estimate the energy input into the ism from these bhxb jets,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.006141844671219587, 0.2758445739746094, 0.03789707273244858, 0.015871558338403702, 0.4625265896320343, 0.15118303894996643, 0.029870394617319107, 0.013487248681485653, 0.007177664432674646]"
568,2019.1.01272.S,unveiling the nature of three pre or proto brown dwarf candidates in barnard we have identified three pre or proto brown dwarf candidates in the dark cloud barnard using apex laboca cycle and iram m observations in this proposal we apply for time in band in order to i confirm them as bona fide b members that is reject them as extragalatic contaminants ii study their kinematics to characterize them either as pre or proto bds and iii derive important kinematical properties infalling material rotation molecular outflows to reach these goals we apply for observations of the c o molecule up to now there is only one confirmed pre bd core namely oph b therefore any other confirmation would be of extreme importance in the field of bd formation,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.005462288856506348, 0.1402781903743744, 0.02349860779941082, 0.010997321456670761, 0.6278461217880249, 0.15846000611782074, 0.018092390149831772, 0.01025789137929678, 0.005107273813337088]"
569,2019.1.01320.S,the cold circumstellar envelopes of evolved stars in the large magellanic cloud evolved stars are significant contributors to enrichment of the interstellar medium herschel observations suggest strongly the presence of cold dust around evolved stars in the lmc the detection of significant ammounts of dust accociated with the star was confirmed by our partialy observed c programn which resolved the dust envelope here we propose continuum and co emission line observations of the brightest evolved stars detected with herschel at microns to complete this program continuum emission gives the dust mass and temperature necessary for understanding the dust production history of the star resolving co line emission allows us to characterise the differences in wind velocity between metal poor stars synonymous with the early universe and those at solar metallicity,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.006428872235119343, 0.0483158640563488, 0.022758720442652702, 0.012960904277861118, 0.5876544117927551, 0.2804677188396454, 0.018986007198691368, 0.015075167641043663, 0.007352313492447138]"
570,2019.1.01329.S,the physical nature of massive quenched galaxies at z determining why galaxies stop converting gas into stars is a key unanswered question of galaxy evolution multiple processes could play a role in quenching a galaxy yet evidence is scarce to favor one explanation over the other using nir spectra we recently discovered quiescent galaxies in the first billion years of the universe with properties that models fail to predict studying these systems further is necessary to understand the first appearance of quiescent galaxies in the universe and give constraints on the quenching models we propose dust continuum and ci observation with for the spectroscopically confirmed massive quenched galaxies at z deep dust continuum imaging at band will enable us to investigate whether these red and massive galaxies have strongly dust obscured star formation or are truly quenched we will also conduct deep ci spectroscopy at band to investigate their cold gas fractions which will allow us to disentangle the quenching processes with different timescales these data will provide us with deep insights into how galaxies stop star formation and massive quenched galaxies first appear in the early universe,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.006986567750573158, 0.4289383888244629, 0.054587118327617645, 0.01711750030517578, 0.313870906829834, 0.12446197122335434, 0.031336020678281784, 0.013729254715144634, 0.008972261101007462]"
571,2019.1.01337.S,identifying dust settling in the early stages of disks the timescale for dust settling to occur and how it evolves remains highly debated uncertain constraints in dust settling hinders progress for understanding planet formation and disk evolution this is largely due to the lack of observations that can resolve the dust scale heights in the early stages our previous vandam orion survey discovered an unprecedented number of class i edge on disks we propose follow up observations of resolution towards six edge on sources in order to resolve the vertical height of the disks in combination with existing data on class ii disks the measurements of dust heights will constrain when dust settling may happen if dust settling does not occur in the early stages then planet formation must be limited mostly to the class ii phase or later if dust settling does occur then planets may develop even in the earliest phases of disks,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.006608530413359404, 0.036924343556165695, 0.01967945322394371, 0.011861513368785381, 0.625094473361969, 0.2606068551540375, 0.018422039225697517, 0.014164736494421959, 0.006638078950345516]"
572,2019.1.01382.S,sub kiloparsec mapping of the molecular gas in a quintessential merger driven starburst at z we aim to map the spatially resolved molecular gas distribution using the co line and dust continuum of pacs an archetypal twin galaxy merger at z with extreme star formation rates from herschel and we already have co measurements with of two transitions j at resolution giving total gas mass and j at resolution gas and dust mass on kpc scales these show a merger of two massive gas rich galaxies separated by kpc a high efficiency of forming stars in both nuclei and the existence of compact r kpc likely counter rotating disks that may funnel gas inflows to the nuclear regions with a spatial resolution of we will map the structure and kinematics of the two galaxies on scales of pc a deep map of the two galaxies at such resolution will allow us to accurately model the two disks derive their dynamical masses constrain the l co to gas mass conversion factor establish to which extent these starbursts are driven by higher gas content or higher star formation efficiency sfe and explore variations radial or in clumps of the sfe thus shedding light on the physics of starbursts at high redshift,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.006081584375351667, 0.5167663097381592, 0.038507744669914246, 0.013163231313228607, 0.29021960496902466, 0.09096451103687286, 0.027014637365937233, 0.010672947391867638, 0.006609434261918068]"
573,2019.1.01422.S,molecular gas properties of hi cm absorption selected galaxies at the intermediate redshift range ,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.008969699032604694, 0.556209146976471, 0.09352913498878479, 0.029419805854558945, 0.1509961485862732, 0.0820261538028717, 0.04493062198162079, 0.01908806525170803, 0.014831237494945526]"
574,2019.1.01509.S,the cold gas content of the giant sunburst arc and low mass substructures in the lensing cluster psz g we propose observations of the strongly magnified giant sunburst arc at z gravitationally lensed by the planck cluster psz g we will detect the co transition at rest frame frequency ghz which will allow us to trace the molecular gas content of the system the system presents various compact star forming knots one of which appears as multi imaged in the hst f w band its muse spectrum shows narrow nebular high ionisation metal lines indicating the presence of young massive stars its estimated mass and size are typical of a young massive stellar cluster and it is a lyman continuum emitter we suggest that hr of band observations with fwhm resolution will be enough to detect the co transition and to trace the morphology of the cold gas distribution in the arc assess the impact of stellar feedback and through continuum detection appreciate the gravitational effects of small scale substructures of msun on the potential of the lensing cluster,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.005394223146140575, 0.15240955352783203, 0.024547908455133438, 0.010742317885160446, 0.5991501212120056, 0.17461633682250977, 0.017384685575962067, 0.01053696870803833, 0.005217841826379299]"
