,project_code,standardized_text,Target_Vector,Predicted_Vector
650,2021.1.01058.S,characterizing the circumplanetary disks in pds the processes responsible for the formation of planets and their satellites are still to be unveiled observational data of forming planets and even more of forming moons are sorely needed pds is a unique system to investigate planet and satellite formation processes as it hosts two directly imaged accreting planetary companions within the inner cavity of their host disk analysis of archival band observations indicates continuum emission at the location of the planets and represents the very first detection of a circumplanetary disk however the nature of the dust responsible for the emission is unclear preventing us to understand whether dust grains can grow to form satellites and to probe the morphological connection between the planets and the inner disk this motivates further observations in band continuum at high angular resolution mas to construct a spectral index map between and microns and unveil the nature of the emission near the two planets and in the inner disk,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.013773493468761444, 0.03257310390472412, 0.04076548293232918, 0.014333809725940228, 0.3765208125114441, 0.44876644015312195, 0.028202790766954422, 0.02504853904247284, 0.020015526562929153]"
651,2021.1.01081.S,lih li abundances of big bang nucleosynthesis prediction and meteorites are significantly higher than the ones measured in old metal poor stars and in current solar photosphere respectively these discrepancies are the long standing cosmological lithium problem and lithium problem in the sun which plague our current understanding of cosmology stellar evolution and galactic chemical evolution though the majority of the interstellar li is in the form of lih according to its chemistry there is no evident lih detection in previous observations including several attempts with indicating that lih may be frozen on ice therefore we propose to observe lih with towards sgr a whose extremely turbulent environment might release lih to the gas phase the determination of the interstellar lih abundance of sgr a along with previous lih observations toward other clouds with low turbulence will allow us to i figure out whether the interstellar lih is in gas or in ice ii constrain the molecular chemistry in shock conditions iii understand the galactic li evolution and iv shed light on the lithium problems,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.014368916861712933, 0.28715619444847107, 0.06511382013559341, 0.018173856660723686, 0.2994823455810547, 0.2555485963821411, 0.029001403599977493, 0.017099600285291672, 0.014055284671485424]"
652,2021.1.01083.S,a dust polarization survey of massive dense clumps in irdcs the role of magnetic fields in the formation of high mass stars is highly debated massive dense cores embedded in massive dense clumps are the fundermental element of massive star formation there has been an increasing number of high resolution and high sensitivity dust polarization observations toward massive cores to reveal the role played by magnetic fields however inteferometric polarization observations of massive dense cores in infrared dark clouds irdcs which is crucial for studying the initial condition of massive star formation have only been made possible recently thanks to the sensitivity of here we propose for a dust polarization survey to map the polarized dust emission of a selected sample of massive clumps in irdcs to study the magnetic field in early stages of massive star formation from the sub clump scale down to sub core scales we will apply statistical methods to derive the magnetic field strength with the estimated magnetic field strength we will determine the dynamical state of the massive dense cores and distinguish between different massive star formation models,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.013852587901055813, 0.43398818373680115, 0.04874114319682121, 0.01773826777935028, 0.2966696619987488, 0.1376844197511673, 0.023820003494620323, 0.014468737877905369, 0.013036965392529964]"
653,2021.1.01197.S,resolving the cold h gas in nearby quasar host galaxies active galactic nuclei agn feedback is believed to be closely related to the processes that govern the mass assembly within galaxies however the exact manner in which agn feedback interplays with their host galaxies interstellar medium ism is still topic of intense debate strong gas outflows are suspected to deplete the ism removing the cold gas and further quench the star formation strikingly the more luminous agns are found in typical star forming galaxies and some even in the regime of starbursts casting serious doubts about the effectiveness of agn feedback previous surveys targeting the co emission in quasars demonstrated that molecular gas is abundant within the hosts observations of the co brighter pg quasars showed that these systems are kinematically regular and that the hosts molecular gas distribution is compact we propose to extend the previous surveys by observing the co fainter pg quasar hosts and test if the molecular gas properties observed in the gas richter pg quasars are ubiquitous within the nearby systems these observations will provide tantalizing clues on how the agn feedback shape the cold molecular gas reservoir in galaxies,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.018513254821300507, 0.5467552542686462, 0.06167943403124809, 0.025147682055830956, 0.1836218535900116, 0.09906202554702759, 0.03476393595337868, 0.017395367845892906, 0.01306123472750187]"
654,2021.1.01259.S,studying post agb stars using carbon and oxygen isotopic ratios surface isotopic ratios are powerful tools to study the properties of low and intermediate mass stars mixing processes that take place at well defined moments in the evolution of these stars polute their external layers with products from nucleosynthesis happening in the core whether these mixing processes take place and the extent of the mixing depend mainly on the initial stellar mass and metallicity hence isotopic ratios can be used to probe these two parameters and the evolutionary stages of stars observations of an increasing number of low and intermediate mass stars in the post agb phase show isotopic ratios that are not compatible with theory given that these systems should have experienced all expected mixing processes this suggests that these systems have followed non standard evolutionary paths however the number of post agb systems with measurements of the relevant isotopic ratios is still small and an overview is lacking with this proposal we will determine the isotopic ratios of oxygen and carbon towards a sample of post agb stars this is the first step towards building a much needed broad overview of isotopic ratios in post agb sources,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.011943977326154709, 0.1998538374900818, 0.06512107700109482, 0.012835842557251453, 0.3618772625923157, 0.28798577189445496, 0.02705320343375206, 0.016853023320436478, 0.016475999727845192]"
655,2021.1.01309.S,into the infrared darkness the chemistry kinematics and structure of massive core candidate massive stars are critical for the baryonic cycling of galaxies however we do not currently know how they are formed there are two theories for their formation which posit two very different initial gas density distributions either monolithic or fragmented cores however monolithic cores are extremely rare and only a handful of candidates are currently known to exist and hence the study of any such regions are extremely valuable if differentiating massive star formation theory we have identified a quiescent no star formation massive msun region which with ancillary observations presents a very promising candidate for a monolithic core with the proposed arcsec pc observations we aim to investigate the kinematic and chemistry of this region using a particular line of interest h d these observations will allow us to confirm the cores quiescent evolutionary state determine their physical and dynamical properties and constrain chemical models via measurement of the o h to p h abundance ratio in all for a relatively small amount of m time hour we will be able to conduct a series of key tests for massive star formation theory,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.012145492248237133, 0.4036644399166107, 0.04422269016504288, 0.01475292444229126, 0.32755714654922485, 0.14883984625339508, 0.025108497589826584, 0.01293038111180067, 0.010778555646538734]"
656,2021.1.01323.S,detecting oiii micron emission at a z galaxy to better constrain ism properties far infrared oiii emission is an essential tool to probe high redshift galaxies with the emission lines arise from hii regions in the interstellar medium ism thus it can constrain the ism properties such as the gas phase metallicity gas density and so on so far several z galaxies have been spectroscopically determined by oiii micron emission including one z galaxy named sxdf nb however a theoretical model of oiii emission shows a degeneracy between the gas density and the metallicity constraints from the current oiii micron data the model also predicts a significant improvement of the constraints by combining another oiii emission line at micron here we propose observations targeting the oiii micron line to better constrain the ism properties in sxdf nb a successful detection will break the density metallicity degeneracy of the galaxy this program will open a new window to probe the ism of galaxies in the epoch of reionization through which better understandings of cosmic reionization stellar formation of the first galaxies and galactic chemical evolution can be expected,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.012082258239388466, 0.2663520574569702, 0.05793511122465134, 0.014507276006042957, 0.3418762683868408, 0.25396353006362915, 0.024624688550829887, 0.015886764973402023, 0.012772046960890293]"
657,2021.1.01324.V,testing the binary black hole model for oj with the eht we propose eht observations of the blazar oj the only known candidate for harboring a nano hertz gravitational wave emitting sub pc supermassive binary black hole system smbbh the improvement in the north south resolution and sensitivity provided by together with the addition of three new eht stations glt kitt peak and noema and the twice wider bandwidth will significantly boost the eht image capabilities as compared with previous observations this together with the projected separation of the binary system of uas larger than in previous observations provides a unique opportunity to either spatially resolve the binary system for the first time with our proposed eht observations or to establish a tight upper limit for the orbital separation that could eventually rule out the binary system scenario in favor of alternative models such as the presence of a tilted accretion disk that can also explain the observed swing of the innermost jet structure and periodicity in the light curves,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.007756062783300877, 0.07289863377809525, 0.02732926420867443, 0.0088141318410635, 0.644726574420929, 0.19696639478206635, 0.016827212646603584, 0.01328775193542242, 0.011393955908715725]"
658,2021.1.01364.S,spatiochemically profiling the inner coma of c a leonard the pristine long period comet c a leonard is heading towards the sun for the first time in yr it is predicted to be the brightest naked eye comet since the historic long period comet c o hale bopp the upcoming december apparition of c a leonard presents a very rare opportunity to comprehensively spatiochemically profile its inner coma with we propose to inventory the chemical constituents both simple and complex in the inner km region at a sensitivity superior to all prior cometary observations carried out with ground based facilities we combine an unbiased spectral census across a ghz bandwidth with a set of smaller spectral windows dedicated to specific molecular lines covering a total bandwidth of ghz these data would be a unique glimpse at the pristine chemical ingredients from the assembly of our solar system and potentially the origins of prebiotic compounds delivered to the early earth with we have the possibility to set the new gold standard for cometary observations for decades to come and investigate their implications for the physicochemical properties of the solar nebula,"[0.0, 0.8, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0]","[0.011342260055243969, 0.08543872833251953, 0.048800960183143616, 0.010948838666081429, 0.4166170656681061, 0.3704650104045868, 0.02519305981695652, 0.017550276592373848, 0.013643776066601276]"
659,2021.1.01366.S,direct constraints on ionizing agents from an edge on young circumstellar disk although ionization is one of the most fundamental processes behind the physics and chemistry of protoplanetary disks and hence planet formation it is still poorly constrained the dominant ionizing sources are uv and x ray radiation short lived radionuclides and cosmic rays crs but their relative importance and ionization rate are not well known for example the cr ionization rate is predicted to be low due to deflection of crs by the stellar wind but can also be elevated in strongly accreting sources constraining the cr ionization rate in young embedded disks is especially important as high cr ionization rates are required for the chemical processes that can explain the low abundance of co in more evolved protoplanetary disks we therefore propose to observe a suite of ionization tracers hco h co dco and n d in the young disk iras the edge on configuration of this disk allows us to directly identify the the presence of crs and short lived radionuclides from the molecular line images subsequent detailed physicochemical modeling will then allow us to quantify the ionization rate,"[0.0, 0.0, 0.0, 0.0, 0.5833333333333334, 0.4166666666666667, 0.0, 0.0, 0.0]","[0.012469247914850712, 0.08829347044229507, 0.06348899751901627, 0.010748348198831081, 0.3289128839969635, 0.44191744923591614, 0.023929718881845474, 0.017035584896802902, 0.013204258866608143]"
660,2021.1.01375.S,symphany synergy of molecular phase and neutral hydrogen in galaxies in abell we propose the symphany survey to image the morphologies and kinematics of the molecular gas disks in galaxies in abell at z with the co line at a resolution of kpc by km s and a surface density sensitivity of msun pc we will investigate the efficiency of gas removal mechanisms that act on a galaxys multi phase ism and that result in the quenching of its star formation sf activity as it falls into a dense cluster environment by merits of their spatial and velocity resolutions the data cubes are crucially complementary to existing meerkat hi and proposed int h alpha imaging data along with meerkat ghz astrosat galex uv and wise micron images to characterize the sf activity the sample size allows to study trends in the distribution and kinematics of the multi phase ism with galaxy mass sf activity hi deficiency cluster centric distance local environment etc comparing the multi phase ism and sf activity of galaxies in a with that of galaxies in the equally massive virgo and more relaxed fornax clusters will shed light on the influence of a clusters mass and dynamical state on the evolution of their constituent galaxies,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.01605447195470333, 0.5562425851821899, 0.045756399631500244, 0.020083637908101082, 0.21884945034980774, 0.09053028374910355, 0.026837514713406563, 0.013934381306171417, 0.011711264960467815]"
661,2021.1.01432.S,studying a spiral to understand agn feedback in bulges can radio jets regulate star formation in galaxies most cosmological simulations postulate today that agn feedback can lower the star formation rates in galaxies this claim has not yet been observationally confirmed however in parts because the low star formation rates in early type radio galaxies may also be caused by the structural properties of the bulges we will observe co and co at beam size in the nearby massive spiral galaxy j at z which is the only spiral known with bright radio jets this opens up a unique opportunity to study the link between radio jets and star formation in a galaxy which has the same structural properties gas and stellar mass surface densities as the main populations of star forming galaxies a critical test to show whether jets can impact star formation in galaxies shallow cycle data show the presence of a kpc large molecular ring which is intercepted by the radio jet and provide encouraging first evidence of a global lowering of star formation efficiency in this gas we will now address remaining key questions regarding the true gas mass surface densities role of outflows and turbulence for star formation and relationship of rotating vs perturbed gas,"[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]","[0.016405584290623665, 0.5664554238319397, 0.050756532698869705, 0.020013947039842606, 0.1975731998682022, 0.09475215524435043, 0.029128018766641617, 0.013954950496554375, 0.010960094630718231]"
662,2021.1.01474.S,magnetic fields in a high mass starless core candidate core accretion models predict that high mass stars form from massive self gravitating cores essentially a scaled up version of low mass star formation however massive starless cores are rarely observed implying that they either have extremely short lifetimes or that core accretion is not the dominant mechanism for forming massive stars here we propose a detailed study of the best candidate massive prestellar core found to date g mm mm is a strong dust continuum source but has no indicators of star formation no masers cm continuum emission or line emission in sma and observations covering ghz of bandwidth and dust properties of mm indicate an incredibly compact source with m msun within a radius of less than au implying densities n h cm our goal is to determine how such a dense object could have formed we propose polarization observations to look for evidence of a dynamically important magnetic field that could support the core against gravity or a more disordered field that may indicate the collapse of mm and band observations to better model the temperature and density structure of mm ,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.010115492157638073, 0.11671775579452515, 0.04391608014702797, 0.010307743214070797, 0.4660271108150482, 0.30645760893821716, 0.020717555657029152, 0.014462421648204327, 0.011278199031949043]"
663,2021.1.01535.S,timing the disappearance of molecular gas in post starburst galaxies theoretical predictions of the quenching process predict that the absence of molecular gas via e g depletion removal or heating should precede the cessation of star formation however recent co observations have revealed that many post starburst galaxies retain significant gas reservoirs log m m sun in the myr after they shut down their primary epoch of star formation and afterwards h is undetected though individually undetected older myr post starburst galaxies are constrained to have gas masses an order of magnitude lower than the young ones even though the depletion times from star formation are gyr we propose an optimized survey which spans the full range of post starburst properties and would detect all previously detected galaxies at sn by doubling the initial investment this survey will almost quadruple the size of the sample thereby assembling the largest comprehensive sample of h measurements in quenched galaxies outside of the local universe this statistical census will conclusively describe disappearing h reservoirs and evolutionary timescales that will inform quenching models and cosmological simulations,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.016693515703082085, 0.5301617980003357, 0.05211830884218216, 0.021094437688589096, 0.21503300964832306, 0.10715628415346146, 0.03239327669143677, 0.013192931190133095, 0.012156420387327671]"
664,2021.1.01545.S,characterizing the physical conditions of star forming ism at z recent near infrared spectroscopy studies of massive quiescent galaxies at z suggest that they were formed by z with a strong and short burst of star formation submillimeter bright galaxies smgs at z are the most likely progenitors of massive quiescent galaxies at z this proposal requests hours of time to characterize the physical conditions of the star forming interstellar medium ism in an extreme starburst galaxy at the reionization epoch we aim to observe the cii um oi um and nii um far infrared fir fine structure lines combining the measurement of the line fluxes with that of oiii um and nii um in archival data we will be able to derive the physical properties of both ionized and pdr gas in the smg at z gas density in ionized regions gas density in pdrs pdr fraction of cii emission ionized pdr volume filling factor gas phase metallicity strength of radiation field from the line ratios and dust temperature from dust continuum seds,"[0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]","[0.014013020321726799, 0.3441482484340668, 0.060104671865701675, 0.015759650617837906, 0.2818748354911804, 0.22640308737754822, 0.027340974658727646, 0.017063694074749947, 0.013291792944073677]"
665,2021.1.01567.V,jet meets black hole in m breaking new ground with gmva the black hole shadow and its polarized structure in the nearby radio galaxy m have recently been imaged for the first time with the eht at mm this opens up a new era for direct imaging studies of black holes and their immediate vicinity however it is still unclear how the powerful m jet is launched and accelerated to relativistic speeds the most important information for understanding these processes can only be extracted by resolving the jet base this is now achievable with mm observations with gmva here we propose follow up observations of m for two vlbi epochs over a time interval of approx days aiming to further improve imaging fidelity and resolution via improved s n uv coverage confirm the hollow jet base detected in the gmva observations study the bh jet connection and search for possible variability obtain a polarimetric image of higher angular resolution at mm to determine the b field and its topology determine the spectral index and rm in combination with the eht imaging at mm which constrains the energy budget and particle composition,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.009650995023548603, 0.19674155116081238, 0.034221213310956955, 0.010493183508515358, 0.5181933045387268, 0.18684382736682892, 0.01909499056637287, 0.013664244674146175, 0.01109672524034977]"
666,2021.1.01603.S,sub kpc mapping of the cii dust in the highest redshift ulirg at z recent studies have revealed the existence of particularly massive galaxies within the first gyr after the big bang these galaxies push the limits of galaxy evolution models but detailed physical studies have been limited due to a lack of bright spectroscopically confirmed targets excitingly has now discovered a massive m x msol extremely cii and ir luminous galaxy l cii x lsol l ir x lsol at z the highest redshift ulirg known to date this exceptional source shows a clear cii velocity gradient a clumpy uv morphology and a possible outflow companion but the current data are too low resolution to determine the mechanism s powering its extreme ir luminosity or how it is building its stellar mass we propose sub kpc pc imaging of the cii and dust continuum in order to reveal the morphology and kinematics of the gas and dusty star formation together with the existing hst imaging and approved jwst nirspec ifu imaging which will map the unobscured stellar emission on similar scales the proposed observations will provide an unprecedented view of massive galaxy formation just myr after the big bang,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.009986686520278454, 0.17327134311199188, 0.03613562136888504, 0.011402402073144913, 0.4866565465927124, 0.23658046126365662, 0.022092878818511963, 0.013168406672775745, 0.01070555578917265]"
667,2021.1.01650.S,towards a systematic redshift determination of hst dark galaxies recent studies have reported a significant population of bright sources s mjy without hst counterparts h mag hst dark which are likely z galaxies and may dominate at the massive end of the stellar mass function the largest uncertainty in understanding their nature is however the lack of spectroscopic confirmation previous spectroscopic follow ups of a small sample confirm their high z nature and here we propose i band scan towards a flux limited sample of hst dark sources with s mjy and ii deep cii observations to confirm redshifts for another h dropouts with tentative line detections from previous spectroscopic programs to enable a first statistical determination of their redshift distribution these observations will lead to spectroscopic confirmation of the largest hst dark galaxy samples to date galaxies shed light on their physical properties including stellar masses star formation rates l cii l ir and l co l ir relations and pave the way for future large spectroscopic campaigns with the final goal to understanding when and how the first massive galaxies are formed in the early universe,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.012689621187746525, 0.37656617164611816, 0.04272301122546196, 0.015344510786235332, 0.368777334690094, 0.13564740121364594, 0.025071974843740463, 0.01170329563319683, 0.011476604267954826]"
668,2021.1.01705.S,a mm snapshot survey of nearby young stars observed in scattered light in the past years and scattered light observations have revealed a zoo of planet forming disk morphologies of particular value is the synergy between the two techniques tracing different dust populations and vertical extends of the disk while scattered light observations trace small dust particles well coupled to the gas on the disk surface mm emission trace the bulk mass of material close to the disk mid plane recent studies of small scattered light surveys have found that there is a correlation between the dust mass of the disk and the present sub structures with more massive disks typically showing gaps or cavities in scattered light such findings are still tentative due to small sample sizes of scattered light surveys for which accompanying mm continuum data exists in this program we propose to obtain low spatial resolution band flux measurements of a unique sample of disks which is currently targeted by scattered light surveys all targets stars in this sample show strong near or mid infrared excess and have in some cases already been resolved in scattered light the proposed flux measurements will critically allow us to constrain their dust masses,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.01053550187498331, 0.046814367175102234, 0.03406049311161041, 0.009935646317899227, 0.4577762186527252, 0.3878706395626068, 0.022416140884160995, 0.018327273428440094, 0.012263694778084755]"
669,2021.1.01720.S,benchmarking c fractionation with hc n in protoplanetary disks isotope ratios e g d h c c n n are powerful tools in the study of bodies within the solar system shedding light on questions such as the origin of the earth s water reservoir connect these isotopic measurements to protoplanetary disks has proven difficult however with isotope fractionation studies limited by an unconstrained c c ratio an ism ratio of is often assumed but disk chemical modeling has shown that this value can be modified by factors of by in situ chemistry typical bright tracers e g co cs cn are too optically thick in their c isotopologues to make a direct measurement and weaker species e g ch cn do not have strong enough c isotopologue emission the first direct measurement of c c was recently made using hc n observations toward the nearest disk tw hya showing that the disk c c ratio is substantially modified from the canonical ism value we therefore propose follow up observations toward the second nearest disk v sgr to investigate whether it also has enhanced c fractionation these results will have an immediate and broad impact on the disk community improving d h and n n fractionation constraints,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.015803255140781403, 0.19586755335330963, 0.08058127015829086, 0.015246674418449402, 0.3137756288051605, 0.3105789124965668, 0.028897585347294807, 0.021716756746172905, 0.01753239706158638]"
670,2021.2.00017.S,characterizing the least known and most dusty galactic merger remnant red novae erupt in stellar merger events we propose to obtain dust continuum measurements of the remnant of the least known red nova blg years after the stellar collision the requested aca observations in bands and will be combined with contemporary gemini and sofia observations to investigate the full spectral energy distribution sed of the object modelling of the sed will reveal the dust type and mass in the circumstellar medium the structure of the remnant envelope vs disk and will shed light on its two decade long evolution this will allow us to understand blg as an individual remnant and also as a member of the red nova group we would like to understand for instance why the eruption of blg was longer and more dusty than other red novae this project is part of a larger program aiming to explain why and how non compact stars merge the observations will inform hydrodynamical models of the common envelope and mergers a very active field of current theoretical astrophysics,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.008013798855245113, 0.10950040817260742, 0.03388908877968788, 0.008771880529820919, 0.5423181056976318, 0.25133809447288513, 0.019532132893800735, 0.01600816659629345, 0.01062839012593031]"
671,2021.2.00056.S,panta rei the mass and energy flow from parsec to sub parsec scales in star forming regions the panta rei project aims to understand the dynamics in massive star forming regions by investigating the interplay between turbulence and gravity at the parsec and sub parsec scales whether the flow of mass and energy at various spatial scales is driven by the turbulent cascade or by gravitationally ordered motions is still highly debated with a crucial question still open is gravity the leading mechanism to assemble material already at large scales as predicted in theories such as the hierarchical global collapse vazquez semadeni et al or is it turbulence that drives the fragmentation at parsec and sub parsec scales as predicted in models such as the inertial inflow padoan et al we propose to observe with aca and tp arrays sources and their parsec scale environments with a combination of optically thin and optically thick lines that together will unequivocally prove the nature of the multi scale motions and direct us towards the understanding of the massive star formation mechanism,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.014028523117303848, 0.3741292953491211, 0.044297266751527786, 0.014658077619969845, 0.33909884095191956, 0.15931174159049988, 0.025607841089367867, 0.015706894919276237, 0.013161515817046165]"
672,2021.2.00059.S,feeding bears at cosmic noon cosmic noon redshift z when the universe was gyr old is when the volume averaged star formation sf density in the universe peaked when most of the universe s metals were created and when the supermassive black hole growth reached its maximum this epoch was radically different to today ultraluminous galaxies ulirgs e lsun were part of the main sequence of sustained star formation whereas at z they are negligible for the sf budget and exist in starburst ie intermittent mode sub millimetre galaxies smgs at cosmic noon contributed tens of percent to the overall cosmic sf we reanalysed herschel smg redshift campaigns from cycles now public which we refer to as the bright extragalactic redshift survey bears these are the brightest smgs at cosmic noon and the best examples to illuminate the triggering fuelling of sf we have z smgs with ci ghz measurements and request aca band data of gas masses via ci ghz and star formation rates sfrs via h o to measure molecular gas fuel gas consumption timescales agn heating positions relative to the main sequence all testing for drivers triggers of smg sf at its peak,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.014739844016730785, 0.33346647024154663, 0.050469107925891876, 0.015727756544947624, 0.3466776907444, 0.18376128375530243, 0.028237678110599518, 0.014008761383593082, 0.012911371886730194]"
673,2021.2.00079.S,complete molecular gas coverage in nearby low luminosity agn the interplay between a galaxy and its central supermassive black hole smbh is one of the key open questions in understanding galaxy evolution we propose to obtain short spacing coverage using the aca of the seyfert liner galaxies in the nuga south sample previously observed by in band the centers of these seven nearby galaxies were observed in co at angular resolutions up to and the tunings also cover critical tracers of dense molecular gas however most nuga south galaxies lack the short spacing coverage necessary to infer robust gas masses and to maximally leverage the existing archival data with full coverage of the spatial scales in these galaxies we will be able to place these agn galaxy centers on integrated scaling relations and search for indications of agn driven suppression of star formation trace the gas inflows to the centers on larger scales and search for diffuse molecular gas and outflow components and robustly measure key line ratios including line ratios suggested to act as agn diagnostics all of these goals require the high surface brightness sensitivity and short spacing information from s aca tp modes,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.011912978254258633, 0.4028545916080475, 0.04068570211529732, 0.013665342703461647, 0.35239410400390625, 0.13194940984249115, 0.021265557035803795, 0.014201045036315918, 0.011071247979998589]"
674,2021.2.00094.S,searching for complex organic molecules in orion cold cores interstellar complex organic molecules coms are thought to be formed on warm grains k and desorpted at high enough temperature k the detection of coms in starless cores such as l challenges the existing chemical model many chemical models were put forward to explain this but mostly are not well constrained by enough observations previous observations were mainly conducted using single dish telescope and biased to individual famous cold core we propose to conduct aca observations in band towards candidate prestellar cores in orion in several transitions of coms ch oh and n h with these data we will for the first time systematically study the spatial distribution and segregation of coms in cold cores and their connections to evolutionary statuses these informations are essential to constrain the chemical models of coms,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.016160475090146065, 0.3482136130332947, 0.06300155073404312, 0.016741212457418442, 0.28320613503456116, 0.20676343142986298, 0.029771216213703156, 0.020026030018925667, 0.016116254031658173]"
675,2021.2.00096.S,investigating a bottleneck in the phosporous cycle and a search for active volcanism on venus venus hosts an extremely dense dry co and sulphur rich atmosphere believed to be influenced by volcanic outgassing yet evidence for present day active volcanism on venus is scarce we propose to use the aca to perform two related studies of venus s atmosphere to address its origin evolution composition and habitability our first objective is to observe the chloride salts nacl and kcl as direct probes of active volcanic outgassing our second objective is to detect the po and ps molecules to quantify the phosphorous budget in the upper atmosphere thereby elucidating possible chemical pathways to phosphine ph a theorized biomarker,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.018466345965862274, 0.09410987049341202, 0.08738759160041809, 0.016495108604431152, 0.2579314112663269, 0.4521169066429138, 0.0325561948120594, 0.021478356793522835, 0.019458197057247162]"
676,2021.2.00102.S,mapping the large scale flow of material to a protoplanetary disk during planet formation protoplanetary disks have traditionally been viewed as isolated reservoirs of planetary building blocks however recent detections of large scale streamers and spirals associated with class ii disks suggest that they can continue to accrete material from their surroundings while planet formation is underway observations of the ru lup system have revealed both non keplerian spiral arms and a large nearby arc like structure raising the possibility that the arc like structure is feeding the disk to investigate whether the arc like structure is supplying new material to ru lup and to estimate the available mass we propose an aca mosaic to map ru lup s surroundings in co isotopologue emission these observations will advance our understanding of how late infall can affect the mass composition and angular momentum of disks and therefore the properties of planets forming within them,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.014982894994318485, 0.029019726440310478, 0.037371810525655746, 0.015069290064275265, 0.3839919865131378, 0.443892240524292, 0.027507653459906578, 0.02685185708105564, 0.02131257951259613]"
677,2021.2.00116.S,ice and gas novel insights into the cold chemistry of molecular cloud cores during the epoch when molecular cloud cores collapse to form young protostars surrounded by circumstellar disks many molecules arefrozen out as ices on the surfaces of dust grains the fraction of volatile molecules on icy grains may play an important role in determining the eventual architectures and compositions of planetary systems still many questions remain concerning the exact interplay between volatiles in ice and gas for example how dependent is the chemical composition on the initial dense cloud core environment and its subsequent evolution during collapse to address these questions we propose to map a highly extincted region of the chamaeleon star forming cloud complex with the aca in well defined molecular tracers of physical conditions and the on going chemical processes therein infrared ice maps will be obtained for this same region with the james webb space telescope as part of the iceage early release science program in the coupling of the gas phase aca observations of low excitation lines with the deep solid phase jwst data will provide novel insights into the interplay between gas and ice in cold dense regions of star formation,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.012270777486264706, 0.10322809219360352, 0.062062833458185196, 0.011748677119612694, 0.3310035467147827, 0.42304447293281555, 0.024879399687051773, 0.019494937732815742, 0.01226730551570654]"
