project_code,standardized_text,Target_Vector
2019.2.00053.S,first direct measurements of dust temperature in quasars at cosmic dawn among the quasar host galaxies detected in cii and underlying dust continuum to date above z when the universe was using the aca we target all of the quasars known at these redshifts that have been already detected at um rest frame with f nu mjy have not been observed in band with or detected with herschel are visible from each observation can be carried out within a few hours as the quasars are spread over the sky this program is an excellent filler for the aca and does not require the sensitivity nor the angular resolution of the main array,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2019.2.00054.S,understanding the full disk life cycle and the beginnings of planet formation has greatly advanced our understanding of planet formation yet we still lack a holistic view of the full disk life cycle in a single star forming region from the initial class i embedded stage myr because planet formation is an ongoing process that likely begins early myr obtaining this complete view is critical to understanding how planetary systems are assembled our team has completed surveys of the class ii and class iii disk populations in the lupus star forming region here we propose an aca survey of the lupus class i sources in bands and to construct robust seds and probe large spatial scales these observations will be critical to our radiative transfer forward modeling to derive fundamental properties of these embedded disks which we will compare to the protoplanetary and debris disk populations in lupus the end result will be the first complete view of the full disk life cycle in a single star forming region with providing much awaited insights into the beginnings of planet formation,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2019.2.00055.S,tracing co dark molecular gas at low metallicity we propose an aca micron continuum map of most of the star forming area of wlm a local group dwarf irregular galaxy with an oxygen abundance that is of solar in c we detected tiny co cores in two star forming regions in wlm and in c we mapped wlm in co the unprecedented resolution pc of the continuum map proposed here in combination with our other data spitzer hi co halpha fuv will reveal the distribution of the cool dust at the scale of fuv clumps from these data we will get a first glimpse of the distribution of total h gas its relationship to the co cores and to young stars and the nature of co dark gas at a spatial resolution of pc and at solar metallicity this will shed light on the physical conditions under which stars form in a metal poor environment possibly similar to that in the early universe,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
2019.2.00067.S,a search for shocks in the rare massive merging cluster spt clj galaxy cluster mergers are important and rare laboratories for understanding the properties of dark matter and the aca have been used to detected image and characterize shocks in a few remarkable merging galaxy clusters el gordo rxj and the bullet cluster notably these observations required similar or shorter obserations that x ray observations providing comparable constraints on the shock properties further the constraints driven by the aca data rather than the meter data we propose here aca observations of a binary merger found but not discovered in south pole telescope spt survey which exploited the sunyaev zeldovich effect to discover hundreds of clusters from a region about the full sky these observations will provide a complementary view to recently obtained chandra observations unambiguously determining where the shocks are located and what their mach numbers are,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00068.S,the missing link gas accrection flows in the galactic bar toward the central molecular zone we propose to observe clouds in the galactic bar with gas temperatures of tens of k and broad lines km s these clouds are the best candidates for the gas flow that feeds the central molecular zone cmz of our milky way whereas the cmz is a well studied region at all wavelengths including the supermassive black hole sgr a and the vigorous star forming region sgr b the streams that feed the cmz have largely been neglected modeling the gas shows that it likely follows x and x orbits enforced by the bar potential with gas accretion at various points and cloud cloud collision from some dynamical effects like self intersecting orbits and accretion overshooting we propose to probe these processes by simultaneously observing molecular lines that trace physical parameters such as shocks turbulence temperature ionization etc the aca tp is the perfect telescope for our study as it allows us to probe relatively large regions at molecular clump resolution with adequate sensitivity the data will form an invaluable grid of cloud properties for improved detailed dynamical models of the inner galaxy,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00078.S,ortho h d in the cores close to the onset of star formation we propose to observe the ortho h d line at ghz from two starless cores and one protostellar core in the orion molecular complex two starless cores g n and g s are considered to be evolved prestellar cores on the verge of star formation because of their high d h ratio of and high h volume density of cm the protostellar core g ne harbors a source with very low luminosity l sun and low bolometric temperature k the deuterated molecules such as n d and dnc are also abundant in this core suggesting that this core is just after the onset of star formation the ortho h d observations with the aca allow us to study the spatial distribution of the ortho h d line at a resolution of au we are able to study the variation of the orho h d abundance as a function of evolutionary stage the orho h d emission line also allows us to study the kinematics of dense and cold region in which most of the molecules are depleted onto dust grains,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
2019.2.00082.S,recovering the flux lost toward vy cma vy cma is the best studied red supergiant stars its study is shedding light to the mass loss processes which drive the mass ejection in this phase of the massive star evolution and its ejecta allow us to understand the dust formation in o rich environments with elemental abundances dominated by the hot bottom burning and the third dredge up however to obtain an accurate view of both the shaping and chemical processes taking place in this star we must recover the flux lost in previous observations the aim of this proposal is to complement these data with short spacing visibilities to recover the emission from the most extended components and to be able to obtain the most complete understanding of the aforementioned processes,"[0.0, 0.0, 0.5714285714285714, 0.0, 0.0, 0.42857142857142855, 0.0, 0.0, 0.0, 0.0]"
2019.2.00094.S,are there high mass prestellar cores in orion gravitationally bound massive msun within r pc and monolithic i e non fragmenting dense cores are initial conditions in one of the leading theoreticalmodelsof high mass star formation so far only few such cores have been detected we are carrying out a systematic search for high mass prestellar cores in orion the closest high mass star formation region thanks to the wealth of archival data and previous studies we are able to narrow down the search to the most massive cores in orion here we propose aca observations to resolve the potential fragmentation confirm the starless nature and evaluate the virial status with only few hours of aca time we can finally tell whether high mass prestellar cores exist in orion the most well studied high mass star formation region the results will clearly impact the development of theoretical models,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5625, 0.4375, 0.0, 0.0, 0.0]"
2019.2.00096.S,a study of molecular clouds interacting with cosmic rays in the supernova remnant ic supernova remnants snrs are thought to accelerate cosmic rays crs and yet its acceleration mechanism is not fully understood in particular the cr acceleration efficiency is still a matter of debate ic is one of the very few snrs where the gamma ray emission produced via collisions between cr and interstellar protons is identified being an excellent laboratory to study cr acceleration in snrs recently we find some evidence for presence of the pc scale clumpy molecular clouds in ic with the near infrared feii and h observations the clumpy clouds may allow cr protons to interact with large amounts of the interstellar protons in ic however spatial resolutions of the current available co maps of ic are not high enough to resolve such clumpy clouds preventing us from precisely estimating the interstellar proton density an important parameter to evaluate the cr energy and thus the cr acceleration efficiency in snrs in order to evaluate the cr acceleration efficiency in ic with we aim to investigate morphologies of the clouds in ic at the pc scale for the first time,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00097.S,probing the physical and chemical structure of dense cores toward understanding methanol formation stars and their disk form out of cold and dense core it is thought that some of the initial material survive the disk formation process and is inherited by the planet forming material methanol an important complex organic forms on dust grain surfaces via co freezeout in the same region molecular gas lines from n h and dco can be detected with to trace the co freeze out regions we propose to map these molecular lines in bands and around four dense cores these dense cores were observed with spitzer which show molecular solid features along the line of sight away from the known protostars the proposed observations will provide the temperature and density of the gas around the spitzer observations by comparing observations to spitzer spectra it will be possible to constrain the physical and chemical structure at the locations where methanol ice is forming the large scale kinematics will then provide the path that the material takes as the disk forms,"[0.0, 0.0, 0.3076923076923077, 0.6923076923076923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00098.S,triggering and supression of star formation in recent gas rich minor mergers galaxy mergers are a crucial part of our galaxy evolution paradigm gas rich gas poor mergers have been well studied however a third intermediate class exists where one of the merging objects has gas and the other does not gas rich gas poor such mergers are quite common at low redshift but have not been well characterised a recent study suggests that mergers where a gas rich minor companion is accreted onto a gas poor central actually lead to very low efficiency star formation in stark contrast to the starburst often observed in purely gas rich mergers in order to understand this phenomenon we here propose to observe a carefully constructed sample of gas rich gas poor gas rich minor mergers with the aca revealing the compactness dynamical state of their molecular reservoir and how this relates to their star formation efficiencies those of a robust control sample selected from the literature a short investment of aca time will allow us to reveal how gas gas rich gas poor mergers differ from better studied gas rich mergers and lay the ground work for future observational theoretical efforts to fully resolve the physical processes behind these differences,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00110.S,an unbiased census of giant molecular clouds in the low metal dwarf galaxy ngc we propose to obtain a co map of the central x kpc x kpc region of the low metal dwarf galaxy ngc with a resolution of pc in order to build an unbiased catalog of giant molecular clouds gmcs the proposed depth is sufficiently deep to detect a molecular gas mass of x m sun even for an estimated co to h conversion factor in ngc which is x larger than the galactic value the co map properties i e angular resolution and gas mass sensitivity will be almost compatible to the existing wide area co images of local well studied galaxies including lmc nanten m paws and m allowing us to make a direct comparison of gmc properties among these different types of galaxies our science goals are conducting a systematic search for non star forming massive gmcs which is known to be significant in lmc smc measuring gmc yso separations to assess the timescales for the association of gmcs with star formation and constraining the column density probability distribution functions to test if any external compression exists,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00112.S,moving past small number statistics in astrochemistry an aca molecular survey of hot cores studies of chemical evolution have traditionally focused on a small number of exceptionally molecularly rich and bright sources due to the historical difficulty in detecting complex interstellar molecules this small sample size biases our understanding of standard chemical evolution and prevents calibration of chemical models to standard conditions single dish surveys that have attempted to address this issue by surveying substantially larger sample sizes have suffered from extreme beam dilution due to the very small angular size of typical chemically rich hot cores here we propose to exploit both the sensitivity and spatial resolution of to conduct a distance limited survey of twenty five hot core sources we target several spectral windows designed to provide the maximal scientific return and will use the results to calibrate several of the industry standard models and identify critical areas in which these models need refinement these aca observations complement an approved cycle m array for an identical set of sources and spectral coverage,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00118.S,detecting the molecular cgm around an agn at z we request aca observations of the co and ci co line in correspondence of an x ray selected agn at z that is part of the super survey our previous and apex observations of this source suggest the presence of molecular gas on scales of corresponding to more than kpc we propose to use the aca capability at its best to confirm and increase the s n of such detection which would be the first detection of molecular gas on scales of s of kpc in an isolated galaxy i e not a protocluster out to the boundary between the circumgalactic and the intergalactic medium the combination of the proposed aca observations with our previous co data resolution obtained with the m array will allow us to trace the molecular gas from the inner ism scales of a few kpcs out to scales of s kpc into the cgm which is currently not available for any other galaxy at z furthermore by combining these observations with our previous vlt sinfoni observations of the ionised ism and outflow in this target we will study the link between kpc scale outflowing features and the large scale cgm,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00124.S,an aca co survey identifying the best candidates for approximately less than precision black hole mass measurements it is now well established that nearly all galaxies have a supermassive central black hole smbh whose mass scales with host galaxy properties but we are still short of understanding the underlying physics our interpretations of black hole mass and black hole and agn evolution at all redshifts are effectively based on the m sigma relation but we are at the limits of few hundred data points with substantial measurement uncertainties and systematics additional high precision data and a better understanding of the systematics between different methods is required to find the connection between galaxies and their smbhs is potentially capable of measuring several hundred smbh masses but the measurement technique requires validation we propose aca imaging of co j and continuum in a sample of galaxies whose smbh sphere of influence is arcsec our primary goal is to a identify all candidates for future high precision measurements of co based smbh mass and b constrain the galaxy potential with kpc scale gas dynamics this will allow validation of co based and alternative smbh estimates made at lower resolution,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
2019.2.00126.S,can isotopologue line ratios probe the imf in extremely star forming galaxies we aim to trace molecular line ratios in multiple transitions in a sample of two nearby ulirgs and one nearby post merger galaxy by observing co and c o and with the atacama compact array aca this program will determine if observered co c o ratio values are due to optical depth effects astrochemistry within the gas and or nucleosynthesis in stars in particular we will establish if an excess in c o with respect to co is conclusive evidence for a top heavy stellar imf in these extreme systems,"[0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]"
2019.2.00129.S,assessing the impact of agn feedback in the prototypical seyfert galaxy ngc ngc is the prototype of seyfert galaxies and one of the best studied galaxies in the local universe high resolution mapping of the central kpc has revealed strong agn feedback effects including a molecular gas outflow out to r pc however optical observations clearly demonstrate that agn feedback extends further out with two prominent ionisation cones that graze the disc and reach scales of kpc we propose to map co at pc resolution across the disc of ngc to measure the large scale impact of the agn we will study whether molecular gas properties change inside the ionisation cones with respect to the rest of the disc and relative to other non active galaxies combining with existing sub arcsecond data we will construct a high resolution cube of the central area which is sensitive to all spatial scales bridging the gap between agn effects in the nuclear region and surroundings,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00132.S,spatial distribution of coms within a starless core starless and gravitationally bound prestellar cores give a unique glimpse at the physical and chemical conditions prior to stellar birth when the initial conditions for star formation are set the detection of complex organic molecules coms such as acetaldehyde methyl formate dimethyl ether in cold k and dense cm prestellar cores has sparked interest in the fields of astrochemistry and astrobiology yet the mechanisms for com formation are still debated new chemical models show that coms appear in a shell around the densest part of the core where methanol also shows its highest abundance with single pointing observations of prestellar and starless cores in the taurus l filament we detect methanol ch oh in of the cores targeted and acetaldehyde ch cho in yet we still do not know the detailed spatial distribution of each species in this pilot proposal we plan to observe one of these starless cores most strongly detected in acetaldehyde core seo with s aca array in order to observe the spatial distribution of both ch cho and ch oh in order to test the theoretical predications of com formation,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00135.S,the effect of the massive stellar feedback across the carina nebula complex we have successfully completed an campaign in cycle and to study the location mass distribution and kinematics of the small scale fragments within massive star forming clumps in two regions with very different physical conditions the southern pillars sp and the northern cloud nc we propose to expand this successfully observational campaign towards regions in the carina nebula complex using the aca m in band this represents to our best knowledge the first survey of clumps at high resolution conducted in this extreme region of massive star formation detailed comparison of the distribution of the dense gas and the location of young stellar objects will shed light on the dependence of the star formation threshold on the level of turbulence and external pressure in these clouds with different level of impact of stellar feedback,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00139.S,investigating diffuse molecular gases in the strongly barred galaxy ngc this proposal challenges the long standing problem in barred galaxies that is why star formation sf in the bars is suppressed recently we made co observations towards the arm and bar of a nearby prototype strongly barred galaxy ngc with nobeyama m telescope and m array which has no sensitivity on extended diffuse molecular gases we find that only of the total co flux is detected with the m array in bar region this suggests that a large amount of diffuse molecular gas exists in the bar and and that it could be the key to understand the sf suppression therefore investigating why a large amount of diffuse molecular gases exists i e do not become gmcs in the bar is important based on our hydrodynamical simulation of ngc diffuse gases are distributed filamentary which is missed in the m array data we thus propose co observations toward ngc with m array to make the total co emission gmcs diffuse gases map at pc resolution combining the m data in order to detect the filaments and to compare the properties of the diffuse molecular gases between the arm and bar,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00146.S,tracing the flow into dense cores in high mass star forming filaments high mass star forming clouds often exhibit filamentary structures in which dense cores of msun are embedded in order to form high mass protostars these dense cores must accrete gas from the environment however direct evidence of accretion onto dense cores in filaments is rare we have selected massive filamentary clouds encompassing a variety of evolutionary phases and obtained m array vla and sma data dense cores of msun are found in the filaments tentative signatures of accretion along sub filaments and along the line of sight are found with m array data using optically thick hco hcn and optically thin h co nh d lines but missing flux lack of short spacing data remains a major problem for quantitatively interpreting the accretion signatures here we propose to obtain the short spacing data that are critical for solving the missing flux issue two critical questions will be quantitatively addressed whether there is a correlation between accretion rates and core masses and whether the msun cores will accrete enough mass to produce high mass protostars,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00157.S,no disk is an island exploring possible late stage infall on disks in the lupus clouds the current text book description of how protoplanetary disks evolve assumes that after the dispersion of the protostellar envelope disks are isolated from the environment in particular no late infall of material from the molecular cloud onto the disk is expected in the class ii phase detecting such an infall is mainly hampered by the difficulties in carrying out observations at intermediate size of about thousand au arcsec the scale between the leftover molecular clouds and protoplanetary disks these sizes are too small for singledish telescopes and largely filtered out by interferometry however there are indications from herschel and scattered light images co maps and theoretical predictions that infall onto disks can continue well into the class ii phase detecting such an infall will greatly change our view of star formation and disk evolution and help to solve some of the current open questions in the field such as the missing mass budget in planet formation we propose aca mosaics of prototype disks and their environment in the lupus cloud to reveal the structure and kinematics of the kilo au environment with much greater details than before,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
2019.2.00164.S,water as a tracer of the ism conditions in high z active galaxies a pilot study on hot dust obscured galaxies water is the third most abundant molecule in galaxies after co and in recent years it has proved to be a valuable tracer of the ism conditions in low redshift galaxies up to now the high redshift detections have been few and limited to lensed sub mm galaxies but in our recent observations of two hot dust obscured galaxies hotdogs we serendipitously detected water transitions here we propose a follow up on these sources targeting three different water transitions the combination of which will help identify the different components of the ism hotdogs are ideal for such a study as they are going through intence star formation and bh growth with high levels of obscuration they have been proposed to represent the transitional phase between the starburst and quasar phases of popular galaxy evolution models this pilot study will allow us to demonstrate the power of using water as a molecular gas tracer at high z and will allow for the design of representative future studies,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]"
2019.2.00166.S,velocity and density power spectra along the musca filament hints to the origin of the star formation properties there is a growing evidence of the key role of molecular filaments in the star formation process important questions are to understand the physical processes leading to the fragmentation of these filaments into bound cores and governing the properties of these cores e g mass distribution and angular momentum recent theoretical studies suggest that the fragmentation of a self gravitating filament characterized by a velocity power spectrum with a slope of i e a kolmogorov spectrum may be at the origin of the observed mass distribution of cores and their angular momentum here we propose aca band and observations to trace the molecular emission of c o and along musca a low mass filament at the verge of gravitational fragmentation to derive for the first time its velocity power spectrum and test the theoretical models thanks to the two c o transitions we will also have the required data to constrain the density and temperature of musca and derive an accurate estimate of the line of sight depth to constrain the d structure of the musca cloud cylindrical filament or sheet like,"[0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0]"
2019.2.00169.S,molecular gas in hi extreme galaxies we propose to observe the molecular gas content co line emission of of the most atomic hydrogen hi rich galaxies in the southern hemisphere hix galaxies previous analyses of these galaxies showed that they tend to reside in high spin halos and are thus able to maintain and support large and extended hi discs as they have larger hi discs compared to their stellar masses but form stars at an average rate typical for their stellar masses they appear very inefficient at forming stars however the step between hi and star formation is the formation of molecular gas in order to understand whether these galaxies are inefficient at forming molecular gas from hi or they are inefficient at forming stars from molecular gas it is vital to obtain spatially resolved observations of their molecular gas content combining the proposed observations with the available hi uv and ir data we will be able to compare the atomic gas column density to the molecular gas column density to the local star formation activity and thus understand how increased halo spins affect the gas star formation cycle,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00190.S,formation of vlm stars and bd in lambda orionis star forming region losfr aca view of ldn for over years our group has led an ambitious multi wavelength project to study key aspects of stellar and substellar formation in the losfr for the central cluster we determined the membership imf and constrained possible substellar formation mechanisms activity accretion disk fractions one of its dark clouds b has been observed from optical to radio we studied the earliest stages of substellar objects as well as the radio data band data allowed us to detect very low mass compact sources with this proposal we focus on one of the youngest dark clouds of the losfr lnd for which we have archival data from the optical to the mid infrared and submm data taken by our group at um using apex laboca we propose aca band observations along with our apex project to i obtain spectral index information on sources detected in both projects ii improve our selection function to identify candidates to be followed up with the m array iii build a larger poll of pre proto substellar objects to put strong constraints on the proposed formation mechanisms,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00208.S,the first minisurvey for neutral carbon gas in debris disks around g type stars to test secondary gas disk models one of the most unexpected discoveries of was the detection of co gas in debris disks intriguingly most detections are in disks around a type stars while no co was ever detected in debris disks around g type stars a current model however predicts the production of neutral carbon in collisions of planetesimals and ci may trace cold gas better than co to detect carbon and to observationally test the current secondary gas disk models we propose to measure the ci ghz band emission in four dust rich debris disks around g type stars we will measure the quantity of neutral carbon gas and its spatial distribution with respect to the parent planetesimal belt in each system the detection of ci in co poor disks will provide strong support for the new secondary disk models and pave the way for new type of future gas surveys in debris disks in our solar system comets played an important role in water volatile delivery to earth detection of carbon gas in outer debris belts can demonstrate that similar volatile rich planetesimals are available in these young analogues of our solar system too,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2019.2.00218.S,aca linescan of z smgs in the cdf s we propose linescans for a complete sample of s um mjy smgs from an extremely deep scuba cdf s map all with accurate positions fluxes from prior band imaging we aim to detect bright co transitions in the majority of smgs establishing firm redshifts unlocking great potential for individual and stacked spectral constraints from radio to x ray robust molecular gas mass excitation curves kinematics t depl and dust properties mass temperature estimates these precise physical constraints which are unattainable by uv opt nir methods will advance our understanding of star formation in this critical flux regime which accounts for of the um background the samples completeness and the unsurpassed ancillary data in the central part of the cdf s deepest chandra herschel hst nir optical etc make it a unique dataset for understanding the smgs,"[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00232.S,confront the idea of d projection effects of chemicals in a cold clump with high resolution mapping asymmetrical distributions of molecule line emission around dense cores are frequently observed but hard to explain with chemical models that are based on a single spherical core we recently have proposed the spatial projection effects of the d cloud structures to be a promising solution and have successfully applied this idea to a planck cold clump g the um continuum and ccs hc n and n h line maps were well interpreted with four independent cloud cores overlapping along the line of sight hereby we propose mapping with higher spatial resolution of carefully selected molecular lines and continuum tracers in band to the same clump to further test our multiple core chemical model and to improve the model parameters the d projection effects could be very common in molecular clouds and this project will provide the first ever high spatial resolution data set to elaborate this idea,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00234.S,the remarkable ghz line of water a new tracer of the inner wind of evolved stars we have detected a highly excited water emission line at ghz in the v vibrational state from multiple oxygen rich evolved stars in the sample of the atomium large program in cycle the upper energy level of this line is above k well above most of the other commonly detected sub millimeter h o transitions preliminary images from long baseline observations of june july indicate that the ghz line arises from the inner wind close to the star since this line appears to be widespread among the observed targets it has the potential to probe the physical conditions and kinematics of the densest gas within the dust formation zone of o rich stars that is not accessible to other tracers at lower energy levels high spatial resolution images suggest this line exhibits maser action but this is difficult to confirm with the low velocity resolution of km s of the main array data hence we propose to follow up on the discovery of this widespread h o line with the aca at a much better velocity resolution km s to spectrally resolve its line profiles in the strongest sources,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2019.2.00235.S,a legacy survey of wolf rayet star winds the powerful and highly ionized winds of wolf rayet wr stars emit free free radiation and recombination lines from the radio to near ir despite being bright at sub mm wavelengths few suitable observations have been made in the gap between radio and near ir wavelengths to characterise the wind properties and compare with models we propose to use aca in bands and and ghz to build a catalogue of mm sub mm spectral indices and flux densities of the winds of of the brightest galactic wr stars this will be used to identify potential new high frequency calibration sources for to increase the number of phase calibrators available for high frequency bands investigate statistical trends and compare with wind emission models and use to select sources and plan future high spatial resolution imaging of the wind morphologies the catalogue and images will have a strong legacy value to the evolved massive star community,"[0.0, 0.0, 0.5625, 0.0, 0.0, 0.4375, 0.0, 0.0, 0.0, 0.0]"
2019.2.00236.S,mapping ngc in dense gas tracers with aca we propose to use the m tp aca to map dense gas tracers in bright nearby starburst galaxy ngc mpc we will target the brightest lines in mm band that trace dense gas e g hcn hco hnc etc at arcsec resolution spatial scale pc to characterize dense gas properties over the scale that is several times better than previously achieved over the central kpc disk of ngc this source has been actively studied by other facilities in the past few years which gave us various ancillary observations within a large range of wavelengths with these observations we will be able to address several open science questions including how does the dense gas fraction relate to environment and star formation efficiency on pc scales how are the dense gas properties linked to the turbulent pressure answering these is fundamental to our understanding of star formation within dense gas from galactic down to molecular cloud scales,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2019.A.00008.S,first d h ratio for an interstellar comet a window into the chemical complexity of protoplanetary system the recent discovery of the interstellar comet i borisov provides a unique opportunity to study the chemical make up of an extrasolar planetary system comets record the chemical and physical conditions in the protoplanetary disk and provide an important link in the chemical trail from molecular cloud down to the planet system we propose to determine the d h ratio of water in i borisov with the deuterium fractionation is highly sensitive to the physical and chemical conditions during the synthesis of the molecules and can thus hold information on the environment i e the temperature and density in the host system during the formation of the comet the d h ratio of water is particularly useful for deciphering the origin of earth s water and is among the most studied features of solar system comets and therefore an obvious tool for comparison between the interstellar messager and our own system characterization of the water d h ratio will reveal whether the birth system of i borisov had a similar chemical evolution as the solar system,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
2019.A.00019.S,characterize the submm nature of host galaxies of a quasar quasar pair at the cosmic dawn we propose resolution cii um line and rest frame far infrared continuum observations toward a newly discovered z low luminosity unlensed quasar quasar pair separation kpc by our on going subaru hsc survey with this only hr investment we can characterize star formation rates global gas distribution dynamical masses early co evolution and even kpc scale reionization geometry around the system from our optical data we already captured hints of close interaction of these quasars according to hydrodynamic simulations of galaxy mergers such interacting galaxies will coalesce to form a heavily dust obscured starburst and an extremely luminous quasar such as discovered by past wide field optical surveys hence this quasar quasar pair will provide a very unique laboratory to study the formation processes or conditions of luminous quasars supermassive black holes massive galaxies and early co evolution at the cosmic dawn the properties obtained here must be beneficial for planning efficient jwst cycle and cycle programs to investigate further details of this system the exact coordinate will be set in phase ,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2019.A.00023.S,confirmation of a black hole at z with this proposal we propose to unambiguously confirm the most distant black hole to date located at z we rely on a successful selection technique that already confirmed a z source out of four candidates from our pilot study in the gama field drouart et al accepted we now have a short window of opportunity to publicize with a high impact publication as well as a press release a new distance record for black hole breaking the symbolic z limit,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2019.A.00025.S,the view of the proxima c planet candidate the aim of this proposal is to obtain a second epoch image of proxima cen to confirm or refute the reality of a secondary mm source displaced arcsec au at pc from the star among several other possibilities it was noted that its flux density was consistent with that of a saturn like planetary ring system and thus that it could be tracing a yet unknown planet orbiting proxima cen now independent evidence for a second planet proxima c has been gathered radial velocities suggest a planet orbiting at au the same distance obtained from the image and very recent vlt imaging suggests the presence of an optical near ir orbiting source coincident with the source given the large proper motion of the star proxima cen arcsec yr and the orbital period of the planet about yr the proposed second epoch observations will easily discriminate between a fake source an unrelated background object and material associated with planet proxima c that is orbiting the star,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2019.A.00034.S,early planet formation in embedded disks edisk survey we propose ddt observations toward protostars from the edisk large program that do not have contemporaneous observations at resolution scheduled as part of the accepted large program we aim to ensure that the most crucial data for our program co co and continuum are taken toward all our targets with the optimal integration time to enable joint analysis with the long baseline data the proposed observations will probe the region where the inner envelope transitions to the disk and the proposed data are crucial for determining the outer radius of the gas disk from co and dust disk continuum moreover the co data are essential for characterizing the outflowing material near the disk the ddt observations are necessary to ensure that the data quality and results of our large program are not compromised due to the shortcomings that were discovered in the archival datasets that we originally planned to use this ddt program will significantly improve the legacy data quality and science output from the edisk survey for less than of the total time of the accepted large program,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2019.A.00040.S,observations of an extreme stellar dimming little dipper stars are a recently discovered kind of variable main sequence stars that exhibit small a few dimming events usually attributed to transiting exocomets in these systems the most famous example of these objects is boyajian s star which underwent a series of deep and aperiodic transits that decreased its stellar flux by up to in some cases mechanisms such as a large family of exocomets and planetary collisions have been proposed to explain its peculiar behavior a few days ago the brightness of the solar type star asassn qj decreased by with respect to its quiescent value this is by far the most extreme dimming event ever reported maybe the result of large collisions of planetesimals in the system we propose to obtain deep band continuum observations of asassn qj to search for sub mm excess that would indicate the presence of mm sized dust grains released in such collisions a non detection would place tight constraints on some of the most extreme scenarios that could explain this dimming event these would represent the most sensitive sub mm observations to date of this mysterious kind of objects,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
